Date,Holiday,Weekend,Temperature,Bookings,Events,Occupancy,GuestCount
2020-04-27,0,0,35.7,192,0,40,374
2020-04-28,0,0,26.9,169,0,39,314
2020-04-29,0,0,32.2,172,0,31,308
2020-04-30,0,0,32.8,259,1,55,390
2020-05-01,0,0,33.7,149,0,26,274
2020-05-02,0,1,24.4,233,0,50,443
2020-05-03,0,1,20.7,269,0,54,470
2020-05-04,0,0,26.0,193,0,44,343
2020-05-05,0,0,21.2,171,0,33,265
2020-05-06,0,0,35.9,220,0,41,382
2020-05-07,0,0,19.3,147,0,33,275
2020-05-08,0,0,28.9,207,0,46,406
2020-05-09,0,1,34.8,237,0,46,433
2020-05-10,0,1,23.0,298,0,65,584
2020-05-11,0,0,21.3,175,0,40,299
2020-05-12,0,0,28.9,143,0,33,234
2020-05-13,0,0,31.3,157,0,29,236
2020-05-14,0,0,24.2,146,0,30,242
2020-05-15,0,0,22.4,251,1,55,435
2020-05-16,0,1,19.7,390,1,81,590
2020-05-17,0,1,19.7,265,0,49,493
2020-05-18,0,0,32.0,175,0,38,328
2020-05-19,0,0,30.1,155,0,30,269
2020-05-20,0,0,24.2,207,0,39,345
2020-05-21,0,0,25.9,206,0,41,366
2020-05-22,0,0,25.5,202,0,36,398
2020-05-23,0,1,32.1,256,0,56,392
2020-05-24,0,1,32.4,244,0,53,399
2020-05-25,0,0,27.7,196,0,37,385
2020-05-26,0,0,31.1,157,0,32,312
2020-05-27,0,0,21.1,215,0,43,416
2020-05-28,0,0,27.9,169,0,37,315
2020-05-29,0,0,33.7,216,0,46,330
2020-05-30,0,1,32.6,236,0,42,462
2020-05-31,0,1,33.9,234,0,52,399
2020-06-01,0,0,25.2,156,0,36,309
2020-06-02,0,0,29.1,174,0,36,346
2020-06-03,0,0,35.7,150,0,25,239
2020-06-04,0,0,20.6,175,0,35,326
2020-06-05,0,0,28.3,195,0,34,332
2020-06-06,0,1,30.8,241,0,43,402
2020-06-07,0,1,20.4,248,0,55,435
2020-06-08,0,0,23.7,213,0,45,363
2020-06-09,0,0,21.8,143,0,32,274
2020-06-10,0,0,19.7,192,0,35,378
2020-06-11,0,0,24.1,172,0,37,262
2020-06-12,0,0,26.4,201,0,44,384
2020-06-13,0,1,32.9,335,1,70,505
2020-06-14,0,1,23.0,270,0,50,408
2020-06-15,0,0,21.3,175,0,40,330
2020-06-16,0,0,29.2,200,0,39,332
2020-06-17,0,0,21.5,178,0,35,324
2020-06-18,0,0,22.3,182,0,38,315
2020-06-19,0,0,25.2,188,0,33,315
2020-06-20,0,1,28.9,304,0,58,458
2020-06-21,0,1,20.1,249,0,51,380
2020-06-22,0,0,27.0,140,0,27,212
2020-06-23,0,0,30.4,169,0,34,333
2020-06-24,0,0,31.2,213,0,45,369
2020-06-25,0,0,33.6,217,0,43,432
2020-06-26,0,0,20.6,163,0,36,281
2020-06-27,0,1,24.7,284,0,62,489
2020-06-28,0,1,35.5,248,0,48,381
2020-06-29,0,0,36.0,169,0,34,261
2020-06-30,0,0,25.6,179,0,36,289
2020-07-01,0,0,30.6,244,1,58,415
2020-07-02,0,0,31.8,156,0,33,305
2020-07-03,0,0,31.4,224,1,45,348
2020-07-04,1,1,29.8,407,0,85,686
2020-07-05,0,1,22.7,352,1,79,608
2020-07-06,0,0,19.5,149,0,26,237
2020-07-07,0,0,31.8,200,0,37,335
2020-07-08,0,0,35.9,141,0,33,223
2020-07-09,0,0,21.4,213,0,38,346
2020-07-10,0,0,27.7,167,0,28,323
2020-07-11,0,1,24.0,280,0,55,557
2020-07-12,0,1,22.7,286,0,60,517
2020-07-13,0,0,30.1,162,0,36,268
2020-07-14,0,0,33.6,145,0,26,271
2020-07-15,0,0,30.9,201,0,45,325
2020-07-16,0,0,26.8,217,0,41,326
2020-07-17,0,0,26.9,215,0,48,355
2020-07-18,0,1,18.6,235,0,46,417
2020-07-19,0,1,35.8,261,0,52,391
2020-07-20,0,0,23.2,264,1,59,469
2020-07-21,0,0,24.1,188,0,42,298
2020-07-22,0,0,18.5,216,0,45,325
2020-07-23,0,0,29.4,173,0,40,337
2020-07-24,0,0,24.9,215,0,38,418
2020-07-25,0,1,34.6,267,0,49,472
2020-07-26,0,1,22.3,282,0,56,425
2020-07-27,0,0,31.9,214,0,44,361
2020-07-28,0,0,25.3,194,0,41,335
2020-07-29,0,0,18.1,174,0,40,329
2020-07-30,0,0,24.2,160,0,31,245
2020-07-31,0,0,31.5,177,0,34,353
2020-08-01,0,1,19.8,251,0,47,424
2020-08-02,0,1,33.9,240,0,46,454
2020-08-03,0,0,31.3,217,0,42,334
2020-08-04,0,0,24.7,144,0,29,227
2020-08-05,0,0,28.4,203,0,40,309
2020-08-06,0,0,21.7,170,0,33,288
2020-08-07,0,0,33.4,141,0,29,241
2020-08-08,0,1,31.5,254,0,54,452
2020-08-09,0,1,27.3,284,0,56,539
2020-08-10,0,0,18.8,175,0,40,267
2020-08-11,0,0,28.8,181,0,38,296
2020-08-12,0,0,29.0,278,1,60,467
2020-08-13,0,0,20.0,187,0,40,357
2020-08-14,0,0,29.3,216,0,45,398
2020-08-15,0,1,29.3,265,0,54,436
2020-08-16,0,1,33.9,286,0,57,554
2020-08-17,0,0,29.0,262,1,56,507
2020-08-18,0,0,25.7,144,0,31,276
2020-08-19,0,0,22.5,179,0,39,275
2020-08-20,0,0,32.1,158,0,35,262
2020-08-21,0,0,32.2,193,0,39,336
2020-08-22,0,1,23.5,275,0,50,531
2020-08-23,0,1,26.5,295,0,54,477
2020-08-24,0,0,21.9,210,0,45,321
2020-08-25,0,0,34.0,164,0,31,283
2020-08-26,0,0,20.5,204,0,44,328
2020-08-27,0,0,30.9,186,0,35,284
2020-08-28,0,0,22.9,189,0,33,374
2020-08-29,0,1,24.7,289,0,54,495
2020-08-30,0,1,26.4,283,0,62,476
2020-08-31,0,0,28.0,176,0,30,301
2020-09-01,0,0,25.4,143,0,26,231
2020-09-02,0,0,22.2,258,1,53,396
2020-09-03,0,0,28.1,143,0,25,251
2020-09-04,0,0,31.0,249,1,55,379
2020-09-05,0,1,35.1,284,0,52,531
2020-09-06,0,1,18.2,257,0,48,449
2020-09-07,0,0,28.7,171,0,33,318
2020-09-08,0,0,33.9,143,0,33,230
2020-09-09,0,0,22.7,205,0,36,349
2020-09-10,0,0,19.5,168,0,38,323
2020-09-11,0,0,29.3,236,1,54,359
2020-09-12,0,1,21.4,290,0,61,575
2020-09-13,0,1,18.8,273,0,51,446
2020-09-14,0,0,19.5,156,0,30,260
2020-09-15,0,0,20.8,170,0,37,325
2020-09-16,0,0,28.7,193,0,43,370
2020-09-17,0,0,33.9,187,0,34,371
2020-09-18,0,0,22.8,183,0,37,296
2020-09-19,0,1,21.7,291,0,60,531
2020-09-20,0,1,33.0,309,0,61,473
2020-09-21,0,0,25.1,185,0,34,313
2020-09-22,0,0,26.0,144,0,25,272
2020-09-23,0,0,19.9,172,0,37,323
2020-09-24,0,0,25.1,141,0,24,252
2020-09-25,0,0,23.1,141,0,27,271
2020-09-26,0,1,28.1,372,1,77,576
2020-09-27,0,1,25.8,281,0,55,424
2020-09-28,0,0,24.9,206,0,42,321
2020-09-29,0,0,23.0,171,0,34,270
2020-09-30,0,0,20.6,298,1,67,499
2020-10-01,0,0,25.6,152,0,31,266
2020-10-02,0,0,34.5,193,0,35,332
2020-10-03,0,1,23.9,268,0,53,488
2020-10-04,0,1,18.3,232,0,48,445
2020-10-05,0,0,29.6,208,0,44,345
2020-10-06,0,0,18.2,176,0,38,336
2020-10-07,0,0,27.3,269,1,61,480
2020-10-08,0,0,26.7,197,0,44,307
2020-10-09,0,0,20.6,159,0,32,268
2020-10-10,0,1,32.7,279,0,52,455
2020-10-11,0,1,28.9,235,0,50,418
2020-10-12,0,0,21.6,277,1,55,475
2020-10-13,0,0,22.7,201,0,41,335
2020-10-14,0,0,31.3,228,1,49,383
2020-10-15,0,0,22.6,179,0,39,277
2020-10-16,0,0,24.3,163,0,32,297
2020-10-17,0,1,25.4,288,0,60,493
2020-10-18,0,1,30.4,250,0,46,391
2020-10-19,0,0,18.6,181,0,36,288
2020-10-20,0,0,21.9,151,0,33,275
2020-10-21,0,0,35.1,168,0,29,307
2020-10-22,0,0,18.7,181,0,38,289
2020-10-23,0,0,32.8,277,1,57,473
2020-10-24,0,1,20.8,332,1,75,597
2020-10-25,0,1,24.1,265,0,49,477
2020-10-26,0,0,25.3,256,1,51,435
2020-10-27,0,0,21.8,209,0,46,315
2020-10-28,0,0,27.7,142,0,23,229
2020-10-29,0,0,35.3,178,0,31,290
2020-10-30,0,0,25.8,204,0,36,352
2020-10-31,1,1,32.2,410,0,82,648
2020-11-01,0,1,27.6,280,0,58,462
2020-11-02,0,0,21.5,180,0,35,318
2020-11-03,0,0,26.0,198,0,41,330
2020-11-04,0,0,30.2,222,1,49,350
2020-11-05,0,0,22.1,166,0,35,299
2020-11-06,0,0,26.0,300,1,61,522
2020-11-07,0,1,31.0,302,0,61,519
2020-11-08,0,1,22.7,282,0,53,515
2020-11-09,0,0,35.2,185,0,34,289
2020-11-10,0,0,27.1,153,0,32,257
2020-11-11,0,0,32.0,196,0,40,347
2020-11-12,0,0,27.8,203,0,38,360
2020-11-13,0,0,27.9,216,0,48,339
2020-11-14,0,1,24.6,235,0,46,392
2020-11-15,0,1,22.0,232,0,44,387
2020-11-16,0,0,21.8,219,0,44,400
2020-11-17,0,0,21.4,189,0,38,348
2020-11-18,0,0,29.4,173,0,38,342
2020-11-19,0,0,31.0,171,0,36,310
2020-11-20,0,0,30.3,198,0,39,330
2020-11-21,0,1,27.9,325,1,66,510
2020-11-22,0,1,26.6,251,0,54,386
2020-11-23,0,0,30.1,214,0,44,414
2020-11-24,0,0,27.2,162,0,31,319
2020-11-25,1,0,26.0,324,0,66,603
2020-11-26,0,0,23.5,213,0,42,370
2020-11-27,0,0,30.3,200,0,38,380
2020-11-28,0,1,32.4,281,0,61,517
2020-11-29,0,1,33.3,307,0,59,501
2020-11-30,0,0,25.6,272,1,59,443
2020-12-01,0,0,25.4,182,0,38,357
2020-12-02,0,0,22.3,190,0,41,376
2020-12-03,0,0,19.5,169,0,35,321
2020-12-04,0,0,21.7,194,0,44,386
2020-12-05,0,1,20.1,266,0,49,474
2020-12-06,0,1,18.7,278,0,53,476
2020-12-07,0,0,33.4,204,0,38,331
2020-12-08,0,0,29.4,196,0,38,318
2020-12-09,0,0,33.8,215,0,48,419
2020-12-10,0,0,31.8,140,0,23,273
2020-12-11,0,0,29.6,184,0,36,304
2020-12-12,0,1,30.3,233,0,49,359
2020-12-13,0,1,33.9,284,0,56,452
2020-12-14,0,0,21.2,293,1,58,528
2020-12-15,0,0,25.1,213,0,45,421
2020-12-16,0,0,23.8,150,0,29,296
2020-12-17,0,0,34.3,300,1,68,524
2020-12-18,0,0,25.4,200,0,40,360
2020-12-19,0,1,19.1,242,0,47,431
2020-12-20,0,1,27.3,252,0,55,446
2020-12-21,0,0,35.4,209,0,38,413
2020-12-22,0,0,22.3,188,0,36,321
2020-12-23,0,0,21.4,195,0,44,341
2020-12-24,1,0,26.5,401,1,90,782
2020-12-25,1,0,35.4,332,0,67,605
2020-12-26,0,1,29.7,272,0,53,538
2020-12-27,0,1,26.0,232,0,45,356
2020-12-28,0,0,19.6,215,0,46,380
2020-12-29,0,0,21.6,165,0,28,327
2020-12-30,0,0,24.1,203,0,39,370
2020-12-31,1,0,29.5,308,0,70,463
2021-01-01,1,0,22.1,327,0,72,579
2021-01-02,0,1,20.3,247,0,49,425
2021-01-03,0,1,32.9,299,0,60,564
2021-01-04,0,0,26.5,194,0,36,318
2021-01-05,0,0,33.9,215,0,42,408
2021-01-06,0,0,24.7,180,0,34,291
2021-01-07,0,0,21.4,215,0,43,398
2021-01-08,0,0,27.9,168,0,30,292
2021-01-09,0,1,25.5,381,1,80,662
2021-01-10,0,1,20.1,300,0,62,489
2021-01-11,0,0,25.9,207,0,42,402
2021-01-12,0,0,29.4,163,0,34,252
2021-01-13,0,0,22.7,197,0,44,309
2021-01-14,0,0,27.5,184,0,42,305
2021-01-15,0,0,26.3,195,0,42,298
2021-01-16,0,1,28.1,307,0,64,550
2021-01-17,0,1,28.7,297,0,59,451
2021-01-18,0,0,19.1,194,0,44,363
2021-01-19,0,0,22.2,208,0,44,407
2021-01-20,0,0,19.2,166,0,30,293
2021-01-21,0,0,22.4,198,0,45,335
2021-01-22,0,0,23.2,141,0,29,221
2021-01-23,0,1,27.4,284,0,60,549
2021-01-24,0,1,35.6,273,0,55,419
2021-01-25,0,0,19.4,203,0,41,314
2021-01-26,0,0,20.3,207,0,39,348
2021-01-27,0,0,21.0,203,0,46,363
2021-01-28,0,0,31.0,148,0,33,256
2021-01-29,0,0,19.2,196,0,43,383
2021-01-30,0,1,18.2,236,0,47,430
2021-01-31,0,1,33.4,253,0,49,499
2021-02-01,0,0,34.7,256,1,59,426
2021-02-02,0,0,19.9,165,0,31,287
2021-02-03,0,0,32.5,154,0,34,253
2021-02-04,0,0,22.6,260,1,57,444
2021-02-05,0,0,20.2,206,0,42,354
2021-02-06,0,1,24.5,341,1,75,533
2021-02-07,0,1,31.7,302,0,58,482
2021-02-08,0,0,28.9,168,0,36,266
2021-02-09,0,0,19.4,142,0,33,280
2021-02-10,0,0,22.5,198,0,42,311
2021-02-11,0,0,29.5,169,0,35,256
2021-02-12,0,0,22.7,188,0,41,302
2021-02-13,0,1,20.8,240,0,48,362
2021-02-14,1,1,36.0,411,0,88,808
2021-02-15,0,0,20.1,169,0,30,294
2021-02-16,0,0,19.6,152,0,26,288
2021-02-17,0,0,23.2,169,0,36,300
2021-02-18,0,0,27.3,202,0,45,400
2021-02-19,0,0,23.5,203,0,43,373
2021-02-20,0,1,29.7,287,0,62,565
2021-02-21,0,1,19.0,238,0,51,415
2021-02-22,0,0,32.5,214,0,38,337
2021-02-23,0,0,22.2,159,0,27,284
2021-02-24,0,0,35.3,152,0,33,234
2021-02-25,0,0,19.1,179,0,39,278
2021-02-26,0,0,26.6,203,0,38,323
2021-02-27,0,1,27.5,248,0,51,378
2021-02-28,0,1,22.2,294,0,59,582
2021-03-01,0,0,25.8,194,0,43,306
2021-03-02,0,0,30.6,151,0,34,297
2021-03-03,0,0,18.5,159,0,37,300
2021-03-04,0,0,35.6,183,0,36,326
2021-03-05,0,0,19.2,236,1,50,412
2021-03-06,0,1,30.7,241,0,51,396
2021-03-07,0,1,25.4,266,0,58,412
2021-03-08,0,0,35.4,148,0,29,255
2021-03-09,0,0,19.7,206,0,46,373
2021-03-10,0,0,32.0,149,0,27,296
2021-03-11,0,0,29.5,188,0,43,339
2021-03-12,0,0,28.1,178,0,32,284
2021-03-13,0,1,21.8,298,0,60,518
2021-03-14,0,1,19.4,246,0,46,401
2021-03-15,0,0,31.0,171,0,34,328
2021-03-16,0,0,21.8,278,1,65,502
2021-03-17,0,0,32.2,167,0,36,305
2021-03-18,0,0,24.0,159,0,29,276
2021-03-19,0,0,31.8,194,0,40,302
2021-03-20,0,1,27.8,287,0,52,503
2021-03-21,0,1,30.4,288,0,53,513
2021-03-22,0,0,20.5,147,0,29,267
2021-03-23,0,0,29.6,151,0,25,294
2021-03-24,0,0,35.8,209,0,43,356
2021-03-25,0,0,23.2,213,0,44,347
2021-03-26,0,0,29.6,206,0,42,354
2021-03-27,0,1,21.2,299,0,57,505
2021-03-28,0,1,19.3,255,0,55,500
2021-03-29,0,0,34.7,187,0,38,333
2021-03-30,0,0,25.1,208,0,47,382
2021-03-31,0,0,18.2,184,0,32,296
2021-04-01,0,0,18.3,174,0,37,293
2021-04-02,0,0,21.2,147,0,33,264
2021-04-03,0,1,32.7,237,0,49,409
2021-04-04,0,1,23.5,302,0,64,551
2021-04-05,0,0,29.5,162,0,30,256
2021-04-06,0,0,33.6,156,0,34,300
2021-04-07,0,0,18.5,147,0,28,292
2021-04-08,0,0,29.0,199,0,44,319
2021-04-09,0,0,29.6,220,0,42,335
2021-04-10,0,1,20.8,267,0,56,467
2021-04-11,0,1,29.6,304,0,58,522
2021-04-12,0,0,21.9,169,0,31,261
2021-04-13,0,0,35.5,168,0,30,324
2021-04-14,0,0,19.2,292,1,57,552
2021-04-15,0,0,29.8,204,0,43,353
2021-04-16,0,0,34.5,206,0,46,340
2021-04-17,0,1,21.6,236,0,44,442
2021-04-18,0,1,35.1,260,0,50,438
2021-04-19,0,0,27.4,169,0,32,304
2021-04-20,0,0,27.7,189,0,37,285
2021-04-21,0,0,29.6,150,0,31,298
2021-04-22,0,0,23.6,141,0,30,238
2021-04-23,0,0,25.4,201,0,41,321
2021-04-24,0,1,25.9,277,0,56,417
2021-04-25,0,1,34.9,282,0,56,541
2021-04-26,0,0,32.3,194,0,41,338
2021-04-27,0,0,18.8,210,0,37,339
2021-04-28,0,0,27.1,170,0,37,323
2021-04-29,0,0,25.3,174,0,33,313
2021-04-30,0,0,28.9,186,0,40,367
2021-05-01,0,1,28.2,287,0,55,551
2021-05-02,0,1,34.2,298,0,61,503
2021-05-03,0,0,29.2,197,0,42,308
2021-05-04,0,0,33.3,185,0,35,280
2021-05-05,0,0,24.9,247,1,50,432
2021-05-06,0,0,20.9,202,0,43,364
2021-05-07,0,0,18.8,166,0,36,301
2021-05-08,0,1,28.9,287,0,56,470
2021-05-09,0,1,34.3,245,0,48,385
2021-05-10,0,0,19.9,174,0,34,317
2021-05-11,0,0,20.9,171,0,37,316
2021-05-12,0,0,28.5,168,0,33,288
2021-05-13,0,0,34.2,188,0,37,291
2021-05-14,0,0,35.1,180,0,39,330
2021-05-15,0,1,27.8,266,0,50,443
2021-05-16,0,1,19.4,310,0,60,469
2021-05-17,0,0,26.7,210,0,40,385
2021-05-18,0,0,35.6,159,0,31,316
2021-05-19,0,0,23.2,168,0,30,277
2021-05-20,0,0,26.4,219,0,47,394
2021-05-21,0,0,32.9,191,0,41,354
2021-05-22,0,1,18.9,275,0,60,432
2021-05-23,0,1,21.9,230,0,48,366
2021-05-24,0,0,27.6,215,0,40,335
2021-05-25,0,0,23.7,235,1,47,400
2021-05-26,0,0,19.3,195,0,43,336
2021-05-27,0,0,33.5,181,0,40,339
2021-05-28,0,0,33.2,206,0,38,393
2021-05-29,0,1,33.7,281,0,54,493
2021-05-30,0,1,30.0,309,0,61,498
2021-05-31,0,0,26.5,166,0,28,283
2021-06-01,0,0,34.1,159,0,28,280
2021-06-02,0,0,19.4,148,0,33,278
2021-06-03,0,0,21.8,247,1,55,473
2021-06-04,0,0,35.9,186,0,32,314
2021-06-05,0,1,20.3,286,0,60,476
2021-06-06,0,1,25.3,309,0,66,550
2021-06-07,0,0,35.1,190,0,33,311
2021-06-08,0,0,23.6,202,0,41,380
2021-06-09,0,0,21.7,169,0,37,309
2021-06-10,0,0,23.6,204,0,46,344
2021-06-11,0,0,24.3,196,0,41,333
2021-06-12,0,1,29.3,267,0,54,486
2021-06-13,0,1,27.5,238,0,48,389
2021-06-14,0,0,22.0,153,0,29,280
2021-06-15,0,0,18.4,198,0,44,297
2021-06-16,0,0,25.5,204,0,46,394
2021-06-17,0,0,34.3,186,0,33,332
2021-06-18,0,0,21.5,189,0,37,322
2021-06-19,0,1,20.6,352,1,78,610
2021-06-20,0,1,20.3,299,0,61,450
2021-06-21,0,0,26.1,184,0,41,330
2021-06-22,0,0,29.4,168,0,34,285
2021-06-23,0,0,27.3,247,1,56,459
2021-06-24,0,0,18.1,204,0,45,383
2021-06-25,0,0,25.9,172,0,34,272
2021-06-26,0,1,23.1,293,0,64,539
2021-06-27,0,1,18.7,282,0,51,541
2021-06-28,0,0,22.3,201,0,40,354
2021-06-29,0,0,31.2,147,0,31,277
2021-06-30,0,0,23.1,197,0,42,339
2021-07-01,0,0,28.2,156,0,26,274
2021-07-02,0,0,29.1,189,0,33,296
2021-07-03,0,1,31.4,381,1,76,737
2021-07-04,1,1,19.0,383,0,82,599
2021-07-05,0,0,22.2,159,0,30,297
2021-07-06,0,0,22.0,172,0,29,279
2021-07-07,0,0,21.5,214,0,38,334
2021-07-08,0,0,30.6,163,0,34,280
2021-07-09,0,0,22.9,199,0,44,397
2021-07-10,0,1,28.4,308,0,59,614
2021-07-11,0,1,30.3,246,0,54,411
2021-07-12,0,0,32.8,145,0,33,221
2021-07-13,0,0,21.7,208,0,44,406
2021-07-14,0,0,21.4,162,0,27,301
2021-07-15,0,0,35.5,167,0,31,321
2021-07-16,0,0,35.5,204,0,44,389
2021-07-17,0,1,31.1,268,0,49,426
2021-07-18,0,1,33.6,259,0,56,462
2021-07-19,0,0,35.4,144,0,27,223
2021-07-20,0,0,32.5,214,0,45,398
2021-07-21,0,0,34.7,263,1,56,523
2021-07-22,0,0,27.1,213,0,42,347
2021-07-23,0,0,28.2,161,0,36,319
2021-07-24,0,1,21.4,271,0,55,506
2021-07-25,0,1,26.3,233,0,51,351
2021-07-26,0,0,33.6,168,0,36,324
2021-07-27,0,0,34.1,170,0,37,279
2021-07-28,0,0,20.5,181,0,36,328
2021-07-29,0,0,28.0,192,0,35,359
2021-07-30,0,0,32.6,193,0,39,315
2021-07-31,0,1,18.5,259,0,48,517
2021-08-01,0,1,31.4,260,0,49,455
2021-08-02,0,0,30.1,162,0,29,315
2021-08-03,0,0,32.1,156,0,29,255
2021-08-04,0,0,35.5,195,0,40,345
2021-08-05,0,0,32.3,164,0,37,301
2021-08-06,0,0,23.8,226,1,51,445
2021-08-07,0,1,35.0,287,0,52,529
2021-08-08,0,1,32.2,309,0,62,607
2021-08-09,0,0,18.1,153,0,31,305
2021-08-10,0,0,28.9,278,1,62,540
2021-08-11,0,0,28.9,208,0,38,344
2021-08-12,0,0,23.1,178,0,40,314
2021-08-13,0,0,23.8,198,0,42,319
2021-08-14,0,1,21.4,263,0,54,474
2021-08-15,0,1,31.8,238,0,52,379
2021-08-16,0,0,26.0,147,0,30,281
2021-08-17,0,0,27.2,185,0,42,323
2021-08-18,0,0,25.8,157,0,32,307
2021-08-19,0,0,19.5,189,0,34,369
2021-08-20,0,0,30.7,158,0,29,277
2021-08-21,0,1,32.0,274,0,55,502
2021-08-22,0,1,23.0,237,0,44,408
2021-08-23,0,0,34.7,199,0,44,346
2021-08-24,0,0,31.9,145,0,33,287
2021-08-25,0,0,30.8,170,0,39,266
2021-08-26,0,0,32.5,197,0,43,327
2021-08-27,0,0,18.1,154,0,29,277
2021-08-28,0,1,34.5,386,1,77,713
2021-08-29,0,1,26.2,243,0,51,430
2021-08-30,0,0,34.3,218,0,39,390
2021-08-31,0,0,34.0,197,0,38,341
2021-09-01,0,0,32.8,167,0,30,295
2021-09-02,0,0,33.6,148,0,28,263
2021-09-03,0,0,32.2,197,0,38,350
2021-09-04,0,1,33.4,252,0,45,389
2021-09-05,0,1,31.4,254,0,49,430
2021-09-06,0,0,21.5,295,1,62,488
2021-09-07,0,0,20.3,248,1,53,468
2021-09-08,0,0,24.1,199,0,40,311
2021-09-09,0,0,21.4,168,0,33,287
2021-09-10,0,0,21.9,174,0,40,340
2021-09-11,0,1,30.3,297,0,55,532
2021-09-12,0,1,23.3,302,0,63,558
2021-09-13,0,0,26.2,201,0,36,349
2021-09-14,0,0,24.8,220,0,48,350
2021-09-15,0,0,22.8,188,0,39,283
2021-09-16,0,0,20.0,210,0,45,368
2021-09-17,0,0,30.1,142,0,26,227
2021-09-18,0,1,30.1,322,1,63,605
2021-09-19,0,1,22.5,253,0,56,400
2021-09-20,0,0,25.8,159,0,36,308
2021-09-21,0,0,32.1,161,0,34,252
2021-09-22,0,0,25.4,213,0,38,415
2021-09-23,0,0,20.5,190,0,34,324
2021-09-24,0,0,22.9,190,0,42,315
2021-09-25,0,1,25.5,297,0,61,512
2021-09-26,0,1,32.5,276,0,53,424
2021-09-27,0,0,25.1,170,0,29,282
2021-09-28,0,0,18.3,191,0,36,367
2021-09-29,0,0,18.4,202,0,44,347
2021-09-30,0,0,35.9,215,0,47,423
2021-10-01,0,0,32.7,158,0,33,261
2021-10-02,0,1,24.9,255,0,53,491
2021-10-03,0,1,20.7,304,0,64,517
2021-10-04,0,0,26.5,172,0,30,266
2021-10-05,0,0,20.7,189,0,33,345
2021-10-06,0,0,25.4,182,0,39,283
2021-10-07,0,0,25.2,201,0,41,333
2021-10-08,0,0,33.8,201,0,37,324
2021-10-09,0,1,35.6,241,0,51,411
2021-10-10,0,1,24.3,276,0,57,523
2021-10-11,0,0,29.2,217,0,47,385
2021-10-12,0,0,31.7,189,0,33,368
2021-10-13,0,0,28.5,195,0,37,337
2021-10-14,0,0,18.2,148,0,27,285
2021-10-15,0,0,21.6,193,0,34,383
2021-10-16,0,1,32.7,349,1,79,696
2021-10-17,0,1,33.7,308,0,60,483
2021-10-18,0,0,35.8,200,0,37,319
2021-10-19,0,0,29.3,147,0,24,271
2021-10-20,0,0,21.6,179,0,41,296
2021-10-21,0,0,33.3,208,0,37,333
2021-10-22,0,0,34.3,158,0,32,237
2021-10-23,0,1,26.0,235,0,49,438
2021-10-24,0,1,31.5,301,0,62,532
2021-10-25,0,0,27.0,161,0,31,318
2021-10-26,0,0,28.3,196,0,38,374
2021-10-27,0,0,30.8,209,0,43,394
2021-10-28,0,0,25.5,158,0,36,308
2021-10-29,0,0,32.8,168,0,33,261
2021-10-30,0,1,30.4,245,0,53,462
2021-10-31,1,1,34.5,401,0,84,662
2021-11-01,0,0,29.0,146,0,25,291
2021-11-02,0,0,28.1,161,0,37,318
2021-11-03,0,0,20.1,153,0,36,240
2021-11-04,0,0,18.3,153,0,32,275
2021-11-05,0,0,25.3,180,0,35,280
2021-11-06,0,1,20.0,240,0,43,477
2021-11-07,0,1,25.4,296,0,63,522
2021-11-08,0,0,34.5,218,0,45,386
2021-11-09,0,0,22.9,141,0,32,247
2021-11-10,0,0,25.3,168,0,31,253
2021-11-11,0,0,21.4,208,0,40,339
2021-11-12,0,0,33.8,167,0,34,277
2021-11-13,0,1,31.8,246,0,51,370
2021-11-14,0,1,35.5,271,0,49,486
2021-11-15,0,0,20.7,228,1,55,391
2021-11-16,0,0,19.3,200,0,42,329
2021-11-17,0,0,30.0,172,0,35,259
2021-11-18,0,0,18.6,165,0,30,312
2021-11-19,0,0,28.8,172,0,30,299
2021-11-20,0,1,31.2,305,0,64,549
2021-11-21,0,1,34.9,272,0,50,478
2021-11-22,0,0,29.4,183,0,38,340
2021-11-23,0,0,25.3,212,0,44,368
2021-11-24,0,0,32.8,167,0,34,330
2021-11-25,1,0,26.8,315,0,68,544
2021-11-26,0,0,34.2,181,0,36,302
2021-11-27,0,1,20.8,301,0,65,601
2021-11-28,0,1,27.6,270,0,51,433
2021-11-29,0,0,24.5,196,0,36,354
2021-11-30,0,0,34.2,253,1,56,486
2021-12-01,0,0,32.3,258,1,58,475
2021-12-02,0,0,28.9,171,0,33,333
2021-12-03,0,0,27.8,147,0,29,273
2021-12-04,0,1,20.2,305,0,59,537
2021-12-05,0,1,32.2,263,0,58,519
2021-12-06,0,0,27.3,189,0,35,356
2021-12-07,0,0,27.8,182,0,32,332
2021-12-08,0,0,27.7,161,0,28,289
2021-12-09,0,0,21.7,184,0,39,330
2021-12-10,0,0,35.7,197,0,44,347
2021-12-11,0,1,34.2,292,0,59,565
2021-12-12,0,1,18.9,283,0,60,450
2021-12-13,0,0,34.4,141,0,33,238
2021-12-14,0,0,34.9,160,0,33,265
2021-12-15,0,0,34.2,204,0,42,384
2021-12-16,0,0,25.7,213,0,42,365
2021-12-17,0,0,29.1,185,0,38,289
2021-12-18,0,1,34.7,353,1,74,598
2021-12-19,0,1,18.6,235,0,50,424
2021-12-20,0,0,32.8,141,0,23,250
2021-12-21,0,0,29.1,160,0,28,319
2021-12-22,0,0,18.7,150,0,29,232
2021-12-23,0,0,34.9,155,0,29,289
2021-12-24,1,0,24.7,287,0,64,490
